seq_idx,header,seq_length,mean_perp,sd_perp,min_perp,n_regions,total_region_bp,pct_seq_in_regions,best_mean_residual
1198,FP000963 CERS2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.035,1.4583,1.0,1,138,2.3,-0.12407
1199,FP003112 ACY1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1834,1.4739,1.0,0,0,0.0,
1200,FP009857 KRT5_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2603,1.4089,1.0,3,177,2.95,-0.28422
1201,FP003167 FLNB_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1495,1.4989,1.0,1,50,0.83,-0.47614
1202,FP001293 TNFSF4_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1846,1.4331,1.0,1,50,0.83,-0.49774
1203,FP013549 ELAC1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1115,1.5081,1.0,0,0,0.0,
1204,FP000652 SRSF11_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1767,1.4976,1.0,2,214,3.57,-0.11615
1205,FP004068 HERC3_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1058,1.5137,1.0,1,50,0.83,-0.89099
1206,FP007883 FAM166A_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1611,1.4135,1.0,1,50,0.83,-0.27789
1207,FP004922 PDGFRB_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1582,1.408,1.0,2,100,1.67,-1.00415
1208,FP001072 LENEP_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2096,1.498,1.0,1,50,0.83,-0.92186
1209,FP008392 SLK_1               :+U  EU:NC; range -3000 to  3000.,6001,5.9957,1.4806,1.0,3,166,2.77,-0.27376
1210,FP012309 VAT1L_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1871,1.432,1.0,0,0,0.0,
1211,FP011765 DNASE1L2_1          :+U  EU:NC; range -3000 to  3000.,6001,6.1261,1.3692,1.9813,0,0,0.0,
1212,FP008125 TET1_1              :+U  EU:NC; range -3000 to  3000.,6001,5.9689,1.5122,1.0,1,108,1.8,-0.33309
1213,FP003618 CAMK2N2_1           :+U  EU:NC; range -3000 to  3000.,6001,5.9472,1.5738,1.0,0,0,0.0,
1214,FP008322 HPSE2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.074,1.5578,1.0,1,50,0.83,-0.34949
1215,FP013494 KLHL14_1            :+U  EU:NC; range -3000 to  3000.,6001,5.9194,1.5529,1.0,2,220,3.67,-0.23503
1216,FP013327 GAA_1               :+U  EU:NC; range -3000 to  3000.,6001,6.1809,1.4083,1.0,1,50,0.83,-0.24293
1217,FP000534 KNCN_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1075,1.3675,1.0,2,103,1.72,-0.75819
1218,FP002377 SCN9A_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9564,1.4945,1.0,2,122,2.03,-0.73509
1219,FP013684 ATP8B3_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0403,1.3986,1.0,2,101,1.68,-0.41541
1220,FP006023 AHR_1               :+U  EU:NC; range -3000 to  3000.,6001,6.1067,1.3993,1.0,2,100,1.67,-0.36116
1221,FP009127 CCND1_1             :+U  EU:NC; range -3000 to  3000.,6001,5.8003,1.4895,1.4174,1,50,0.83,-0.90261
1222,FP006293 AKAP9_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1259,1.4831,1.0,0,0,0.0,
1223,FP004402 FAM105A_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1561,1.4714,1.0,2,187,3.12,-0.38721
1224,FP006377 PILRB_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0818,1.5654,1.0,1,77,1.28,-0.52104
1225,FP014933 SLC24A3_1           :+U  EU:NC; range -3000 to  3000.,6001,5.9462,1.4752,1.9813,1,166,2.77,-0.12987
1226,FP006631 ZNF786_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0365,1.506,1.0,2,205,3.42,-0.43568
1227,FP007288 PDCD1LG2_1          :+U  EU:NC; range -3000 to  3000.,6001,6.2035,1.4548,1.0,1,145,2.42,-0.10651
1228,FP005915 C6orf118_1          :+U  EU:NC; range -3000 to  3000.,6001,6.18,1.4804,1.0,1,50,0.83,-1.61861
1229,FP015340 CBR1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1141,1.4625,1.0,1,50,0.83,-0.46408
1230,FP008192 DUPD1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.17,1.4678,1.0,2,100,1.67,-0.35037
1231,FP009713 ARNTL2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0289,1.4695,1.0,0,0,0.0,
1232,FP009043 MUS81_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0782,1.422,1.0,0,0,0.0,
1233,FP006519 METTL2B_1           :+U  EU:NC; range -3000 to  3000.,6001,6.215,1.4607,1.0,2,116,1.93,-0.61532
1234,FP009420 TRIM29_1            :+U  EU:NC; range -3000 to  3000.,6001,6.116,1.3986,1.0,1,50,0.83,-0.46498
1235,FP015667 TMEM184B_1          :+U  EU:NC; range -3000 to  3000.,6001,6.1452,1.4879,1.0,1,50,0.83,-0.39363
1236,FP010181 CKAP4_1             :+U  EU:NC; range -3000 to  3000.,6001,6.066,1.4957,1.0,1,50,0.83,-0.63146
1237,FP014837 SIRPB2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2672,1.3607,1.0,1,83,1.38,-0.07259
1238,FP011347 AP4E1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1451,1.5054,1.0,2,100,1.67,-0.39616
1239,FP000945 CA14_1              :+U  EU:NC; range -3000 to  3000.,6001,5.9781,1.4393,1.0,0,0,0.0,
1240,FP004870 RELL2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1144,1.4366,1.9813,1,50,0.83,-1.61227
1241,FP011804 ZNF597_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2031,1.4507,1.0,1,50,0.83,-0.72639
1242,FP008871 FAM111A_1           :+U  EU:NC; range -3000 to  3000.,6001,5.9742,1.5466,1.0,2,100,1.67,-0.18248
1243,FP009405 HMBS_1              :+U  EU:NC; range -3000 to  3000.,6001,6.265,1.5261,1.0,0,0,0.0,
1244,FP004672 WDR36_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2119,1.382,1.0,0,0,0.0,
1245,FP007665 CNTRL_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0343,1.4986,1.0,2,202,3.37,-0.1245
1246,FP004558 BDP1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1358,1.5063,1.0,1,50,0.83,-0.53684
1247,FP006822 ADRA1A_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2114,1.4684,1.4174,0,0,0.0,
1248,FP010965 PSEN1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.081,1.5312,1.0,1,50,0.83,-0.39216
1249,FP013024 PRR15L_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1429,1.3985,1.0,2,181,3.02,-0.30255
1250,FP012255 FUK_1               :+U  EU:NC; range -3000 to  3000.,6001,6.173,1.5179,1.0,2,118,1.97,-0.39771
1251,FP003997 THAP6_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1869,1.4079,1.0,2,100,1.67,-0.88724
1252,FP003912 TMEM165_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1257,1.4674,1.0,0,0,0.0,
1253,FP005561 GCLC_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1231,1.4235,1.0,1,61,1.02,-0.24922
1254,FP008874 PATL1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1045,1.4726,1.0,0,0,0.0,
1255,FP007285 RLN1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0703,1.4677,1.9813,2,102,1.7,-0.51829
1256,FP013072 EME1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2482,1.4372,1.0,1,50,0.83,-0.67433
1257,FP004040 HELQ_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2797,1.4132,1.0,0,0,0.0,
1258,FP010314 HPD_1               :+U  EU:NC; range -3000 to  3000.,6001,6.2549,1.412,1.0,2,156,2.6,-0.06903
1259,FP015054 MROH8_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2792,1.4587,1.0,1,51,0.85,-0.05475
1260,FP001340 NPL_1               :+U  EU:NC; range -3000 to  3000.,6001,6.1248,1.4197,1.0,2,203,3.38,-0.14621
1261,FP003212 FRG2C_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2618,1.3827,1.0,1,50,0.83,-0.21474
1262,FP006280 SLC25A40_1          :+U  EU:NC; range -3000 to  3000.,6001,6.1796,1.4465,1.0,2,122,2.03,-0.54993
1263,FP009831 TFCP2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1717,1.4603,1.0,0,0,0.0,
1264,FP008239 LIPF_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1443,1.4461,1.0,1,56,0.93,-0.62439
1265,FP013994 CCDC105_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0468,1.5402,1.0,1,62,1.03,-0.12422
1266,FP008501 PPP2R2D_1           :+U  EU:NC; range -3000 to  3000.,6001,6.2538,1.4286,1.0,0,0,0.0,
1267,FP003629 EHHADH_1            :+U  EU:NC; range -3000 to  3000.,6001,6.125,1.5798,1.0,2,100,1.67,-0.42609
1268,FP000219 CDC42_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0138,1.6009,1.0,2,107,1.78,-0.30872
1269,FP012667 GRAPL_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2502,1.4136,1.0,2,100,1.67,-0.46829
1270,FP014439 ERCC1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1628,1.513,1.0,1,50,0.83,-0.45006
1271,FP013998 NOTCH3_1            :+U  EU:NC; range -3000 to  3000.,6001,5.9273,1.5834,1.0,1,149,2.48,-0.0953
1272,FP004510 MIER3_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0428,1.4522,1.0,2,120,2.0,-0.623
1273,FP008937 ROM1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0864,1.3943,1.9813,0,0,0.0,
1274,FP004244 TIGD4_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9952,1.532,1.0,1,103,1.72,-0.19893
1275,FP008964 HRASLS5_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0748,1.5005,1.0,2,100,1.67,-0.81193
1276,FP008197 ZNF503_1            :+U  EU:NC; range -3000 to  3000.,6001,5.8687,1.4516,1.9813,2,104,1.73,-0.15059
1277,FP006958 TRIM55_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1483,1.4165,1.0,1,50,0.83,-0.67756
1278,FP006872 ASH2L_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1275,1.5403,1.0,1,50,0.83,-0.96042
1279,FP010951 SLC8A3_1            :+U  EU:NC; range -3000 to  3000.,6001,5.9635,1.5065,1.9813,1,55,0.92,-0.25624
1280,FP005965 LFNG_1              :+U  EU:NC; range -3000 to  3000.,6001,5.9169,1.4681,1.9813,1,50,0.83,-0.16543
1281,FP005999 COL28A1_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1281,1.3944,1.0,1,63,1.05,-0.08516
1282,FP008181 FUT11_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2343,1.4205,1.0,1,50,0.83,-0.9312
1283,FP012597 MYH13_1             :+U  EU:NC; range -3000 to  3000.,6001,6.18,1.4329,1.0,1,184,3.07,-0.09465
1284,FP006042 GPNMB_1             :+U  EU:NC; range -3000 to  3000.,6001,6.035,1.5208,1.0,2,100,1.67,-0.2334
1285,FP007404 TMEM8B_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0289,1.4504,1.4174,2,185,3.08,-0.44556
1286,FP000598 PARS2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.219,1.395,1.0,1,135,2.25,-0.15306
1287,FP001967 SPRED2_1            :+U  EU:NC; range -3000 to  3000.,6001,5.9441,1.5434,1.0,2,178,2.97,-0.15998
1288,FP015961 UBA1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2386,1.3948,1.9813,1,60,1.0,-0.2406
1289,FP000348 TXLNA_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1967,1.4377,1.0,2,100,1.67,-0.96613
1290,FP013069 COL1A1_1            :+U  EU:NC; range -3000 to  3000.,6001,5.9105,1.4524,1.4174,1,53,0.88,-0.66899
1291,FP000304 WASF2_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9589,1.6579,1.0,0,0,0.0,
1292,FP012699 SARM1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0669,1.4413,1.0,2,159,2.65,-0.21391
1293,FP005953 ZFAND2A_1           :+U  EU:NC; range -3000 to  3000.,6001,6.2604,1.4311,1.0,1,79,1.32,-0.29307
1294,FP012243 TERF2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1714,1.5078,1.0,1,166,2.77,-0.06452
1295,FP016303 IGSF1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0976,1.4341,1.9813,3,177,2.95,-0.95488
1296,FP005834 PHACTR2_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0519,1.4806,1.0,1,50,0.83,-1.09845
1297,FP013554 POLI_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0946,1.4311,1.0,0,0,0.0,
1298,FP005485 PTK7_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0624,1.4363,1.0,3,181,3.02,-1.08509
1299,FP005954 UNCX_1              :+U  EU:NC; range -3000 to  3000.,6001,5.7704,1.5507,1.0,0,0,0.0,
1300,FP005246 PPP1R11_1           :+U  EU:NC; range -3000 to  3000.,6001,5.9861,1.4639,1.0,1,50,0.83,-0.8249
1301,FP002489 STAT4_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1499,1.3994,1.9813,0,0,0.0,
1302,FP007077 POLR2K_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1341,1.4479,1.0,2,175,2.92,-0.33582
1303,FP011091 DICER1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1155,1.4183,1.0,1,73,1.22,-0.22201
1304,FP013028 CBX1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1113,1.4894,1.0,1,102,1.7,-0.26387
1305,FP011485 HIGD2B_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2304,1.5121,1.0,1,64,1.07,-0.21745
1306,FP010846 ERO1A_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0674,1.5454,1.0,1,132,2.2,-0.05543
1307,FP012852 IKZF3_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0985,1.3913,1.0,1,50,0.83,-0.90827
1308,FP007752 CCBL1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2109,1.4133,1.0,1,50,0.83,-0.64677
1309,FP002721 UGT1A3_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2442,1.3688,1.0,1,50,0.83,-0.39234
1310,FP001682 TRIM58_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0446,1.492,1.0,1,73,1.22,-0.42599
1311,FP012277 HP_1                :+U  EU:NC; range -3000 to  3000.,6001,6.1095,1.4335,1.0,0,0,0.0,
1312,FP008648 RIC3_1              :+U  EU:NC; range -3000 to  3000.,6001,6.195,1.4097,1.0,2,100,1.67,-0.11761
1313,FP014986 POFUT1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1413,1.3867,1.0,1,50,0.83,-0.24073
1314,FP004229 POU4F2_1            :+U  EU:NC; range -3000 to  3000.,6001,5.8833,1.5187,1.0,1,50,0.83,-0.46386
1315,FP006161 PKD1L1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.215,1.3434,1.9813,1,50,0.83,-0.6389
1316,FP006586 TBXAS1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1224,1.3819,1.0,2,106,1.77,-0.39685
1317,FP012785 PEX12_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1387,1.5162,1.0,1,53,0.88,-0.84882
1318,FP009793 DHH_1               :+U  EU:NC; range -3000 to  3000.,6001,6.0915,1.4765,1.0,1,165,2.75,-0.11157
1319,FP005422 C6orf89_1           :+U  EU:NC; range -3000 to  3000.,6001,6.2297,1.4144,1.0,2,128,2.13,-0.37068
1320,FP006089 INMT_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1326,1.374,1.0,1,50,0.83,-0.30262
1321,FP013933 CTD-2192J16_1       :+U  EU:NC; range -3000 to  3000.,6001,6.1613,1.4339,1.0,0,0,0.0,
1322,FP001030 S100A5_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0611,1.3602,1.0,1,66,1.1,-0.22003
1323,FP009278 MMP7_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1913,1.4264,1.0,1,108,1.8,-0.20806
1324,FP002727 SH3BP4_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0097,1.491,1.0,2,100,1.67,-0.45619
1325,FP003174 KCTD6_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0418,1.4248,1.0,1,50,0.83,-0.42533
1326,FP016081 FAM155B_1           :+U  EU:NC; range -3000 to  3000.,6001,5.9826,1.4199,1.9813,2,211,3.52,-0.27279
1327,FP009424 ARHGEF12_1          :+U  EU:NC; range -3000 to  3000.,6001,6.11,1.4424,1.0,2,179,2.98,-0.33284
1328,FP000133 MIIP_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1152,1.6035,1.0,2,100,1.67,-0.47721
1329,FP014257 PPP1R14A_1          :+U  EU:NC; range -3000 to  3000.,6001,6.1517,1.5449,1.0,0,0,0.0,
1330,FP007370 DCTN3_1             :+U  EU:NC; range -3000 to  3000.,6001,6.3357,1.3903,1.0,1,50,0.83,-0.462
1331,FP007885 NELFB_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0311,1.4431,1.0,1,50,0.83,-0.75931
1332,FP002513 C2orf69_1           :+U  EU:NC; range -3000 to  3000.,6001,5.9031,1.5867,1.0,2,207,3.45,-0.1572
1333,FP013764 DPP9_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1528,1.4638,1.0,1,72,1.2,-0.22784
1334,FP015689 PDGFB_1             :+U  EU:NC; range -3000 to  3000.,6001,5.8305,1.4876,1.0,2,126,2.1,-0.72614
1335,FP010484 SLC25A15_1          :+U  EU:NC; range -3000 to  3000.,6001,6.1489,1.4956,1.0,1,50,0.83,-0.31526
1336,FP010742 TSSK4_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2952,1.3879,1.0,0,0,0.0,
1337,FP005701 LACE1_1             :+U  EU:NC; range -3000 to  3000.,6001,5.997,1.5968,1.0,1,50,0.83,-0.45607
1338,FP002841 NUP210_1            :+U  EU:NC; range -3000 to  3000.,6001,6.003,1.4634,1.0,1,50,0.83,-0.67823
1339,FP015562 NF2_1               :+U  EU:NC; range -3000 to  3000.,6001,6.2769,1.4268,1.0,1,59,0.98,-0.26969
1340,FP004679 REEP5_1             :+U  EU:NC; range -3000 to  3000.,6001,6.177,1.4473,1.0,1,50,0.83,-1.44981
1341,FP016028 SSX2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1575,1.5239,1.0,0,0,0.0,
1342,FP002800 LHFPL4_1            :+U  EU:NC; range -3000 to  3000.,6001,5.9678,1.5029,1.0,2,100,1.67,-0.18271
1343,FP000263 SEPN1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0443,1.4251,1.0,0,0,0.0,
1344,FP000414 RSPO1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1366,1.4864,1.9813,1,50,0.83,-0.19808
1345,FP010692 METTL3_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1657,1.5232,1.0,0,0,0.0,
1346,FP008443 PRLHR_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2341,1.3869,1.4174,2,170,2.83,-0.40019
1347,FP015477 SERPIND1_1          :+U  EU:NC; range -3000 to  3000.,6001,6.1794,1.4709,1.0,1,50,0.83,-0.1501
1348,FP013511 KIAA1328_1          :+U  EU:NC; range -3000 to  3000.,6001,6.1218,1.4635,1.0,1,74,1.23,-0.37825
1349,FP004540 SLC30A5_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1298,1.53,1.0,2,100,1.67,-0.3653
1350,FP004300 MFAP3L_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1098,1.4548,1.0,2,100,1.67,-0.60533
1351,FP010974 PTGR2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1406,1.5588,1.0,1,69,1.15,-0.4698
1352,FP005584 COL19A1_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0191,1.4667,1.0,0,0,0.0,
1353,FP002439 RP11-250N10_1       :+U  EU:NC; range -3000 to  3000.,6001,6.0373,1.5217,1.0,1,50,0.83,-1.4666
1354,FP015088 OSER1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1746,1.4412,1.0,1,52,0.87,-0.90143
1355,FP004613 ZCCHC9_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2419,1.401,1.0,1,50,0.83,-0.54242
1356,FP010997 TMED10_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1631,1.4621,1.0,1,83,1.38,-0.14717
1357,FP001804 DNAJC5G_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1702,1.5244,1.0,1,50,0.83,-0.69357
1358,FP009667 RERG_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2207,1.4034,1.0,1,138,2.3,-0.16205
1359,FP013019 LRRC46_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1516,1.5177,1.0,0,0,0.0,
1360,FP005669 KLHL32_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1538,1.375,1.0,1,50,0.83,-0.91041
1361,FP013151 MARCH10_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1143,1.5213,1.0,1,50,0.83,-0.50878
1362,FP012217 PSMB10_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2246,1.4587,1.0,0,0,0.0,
1363,FP014676 TFPT_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2118,1.4738,1.0,1,63,1.05,-0.46795
1364,FP005478 PPP2R5D_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1505,1.4581,1.0,0,0,0.0,
1365,FP002805 TADA3_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2848,1.402,1.0,0,0,0.0,
1366,FP011726 UNKL_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0149,1.6275,1.0,3,150,2.5,-0.49855
1367,FP011352 SCG3_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1029,1.4174,1.0,1,50,0.83,-0.73313
1368,FP001521 BATF3_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0796,1.3976,1.0,1,170,2.83,-0.0503
1369,FP000049 MMEL1_1             :+U  EU:NC; range -3000 to  3000.,6001,5.8487,1.3772,1.9813,1,83,1.38,-0.24768
1370,FP000879 NHLH2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0205,1.4611,1.0,1,60,1.0,-0.38927
1371,FP000541 CYP4A11_1           :+U  EU:NC; range -3000 to  3000.,6001,6.147,1.3844,1.4174,1,180,3.0,-0.0902
1372,FP002142 ACTR1B_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0765,1.5173,1.0,0,0,0.0,
1373,FP001001 CRNN_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2006,1.4183,1.0,1,73,1.22,-0.57146
1374,FP015989 GATA1_1             :+U  EU:NC; range -3000 to  3000.,6001,5.8868,1.3817,1.0,1,50,0.83,-0.73099
1375,FP012090 HEATR3_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1803,1.4563,1.0,1,50,0.83,-0.30014
1376,FP009170 UCP2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0695,1.4664,1.0,1,50,0.83,-0.60416
1377,FP011482 CELF6_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0458,1.5337,1.0,1,51,0.85,-0.69846
1378,FP001159 FCER1A_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1708,1.3946,1.0,3,164,2.73,-0.72126
1379,FP010901 SNAPC1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1219,1.4739,1.0,1,60,1.0,-0.0868
1380,FP015679 NPTXR_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9686,1.4517,1.0,1,50,0.83,-0.15915
1381,FP016194 TCEAL3_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0495,1.4283,1.9813,1,50,0.83,-1.03374
1382,FP010163 C12orf42_1          :+U  EU:NC; range -3000 to  3000.,6001,5.9743,1.5225,1.0,2,156,2.6,-0.71196
1383,FP012459 GGT6_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1575,1.4438,1.0,1,90,1.5,-0.18222
1384,FP000591 CYB5RL_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2181,1.4888,1.0,2,124,2.07,-0.21812
1385,FP009080 RCE1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1389,1.4078,1.0,1,50,0.83,-0.2912
1386,FP004241 GATB_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1648,1.3643,1.9813,1,50,0.83,-1.48794
1387,FP010914 PPP1R36_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1322,1.4097,1.9813,1,90,1.5,-0.25223
1388,FP002960 KLHL40_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2046,1.4398,1.0,1,50,0.83,-0.65703
1389,FP008826 SPI1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0951,1.4116,1.0,2,205,3.42,-0.13347
1390,FP007692 ARPC5L_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2246,1.4396,1.0,0,0,0.0,
1391,FP001320 NPHS2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1472,1.3583,1.9813,2,160,2.67,-0.84099
1392,FP011216 ACTC1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1081,1.381,1.0,1,50,0.83,-0.10174
1393,FP000119 FBXO2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0773,1.4579,1.0,2,166,2.77,-0.1845
1394,FP005035 HRH2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0987,1.4265,1.0,1,82,1.37,-0.36989
1395,FP007543 HABP4_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0249,1.4924,1.0,2,175,2.92,-0.58343
1396,FP008775 APIP_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2156,1.4332,1.0,1,57,0.95,-0.64931
1397,FP014500 CCDC114_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1155,1.4673,1.0,2,137,2.28,-0.07306
1398,FP015519 SUSD2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0352,1.3975,1.0,1,50,0.83,-0.30699
1399,FP006224 ELN_1               :+U  EU:NC; range -3000 to  3000.,6001,5.9969,1.4773,1.0,1,127,2.12,-0.2334
1400,FP001041 NPR1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0781,1.4761,1.0,1,50,0.83,-0.69958
1401,FP010669 PNP_1               :+U  EU:NC; range -3000 to  3000.,6001,6.1826,1.4993,1.0,1,50,0.83,-1.15714
1402,FP000087 ERRFI1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1006,1.3875,1.0,2,203,3.38,-0.25235
1403,FP013832 LRRC8E_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1921,1.5387,1.0,3,216,3.6,-0.4951
1404,FP002695 ALPP_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1017,1.45,1.0,1,71,1.18,-0.40247
1405,FP014645 ZNF766_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1499,1.4383,1.0,1,196,3.27,-0.08376
